KEY,en,notes,sp,fr,de,it,pt-br
FURNITURE_NAME_OBJECT_STATUE_MERMAID,The Little Mermaid Statue,,Статуя Русалочки,Statue de la Petite Sirène,Statue der kleinen Meerjungfrau,Statua della Sirenetta,Estátua da pequena sereia
FURNITURE_DESC_OBJECT_STATUE_MERMAID,,,,,,,
FURNITURE_NAME_OBJECT_STATUE_LOTUS,Lord Shiva Statue,,Статуя Бога Шиви,Statue Adiyogi Shiva,Shivastatue,Statua di Shiva,Estátua de Shiva
FURNITURE_DESC_OBJECT_STATUE_LOTUS,,,,,,,
FURNITURE_NAME_OBJECT_STATUE_BUDDAH,Laughing Buddha Statue,,Статуя Смiючогося Будди,Statue de Bouddha rieur,Statue des lachenden Buddha,Statua del Buddha Sorridente,Estátua do Buda risonho
FURNITURE_DESC_OBJECT_STATUE_BUDDAH,,,,,,,
FURNITURE_NAME_OBJECT_STATUE_LUCKYCAT,Maneki Neko Statue,,Статуя Манекi-неко,Statue de Maneki Neko,Maneki Neko,Statua di Maneki Neko,Estátua de Maneki Neko
FURNITURE_DESC_OBJECT_STATUE_LUCKYCAT,,,,,,,
FURNITURE_NAME_OBJECT_STATUE_BAST,Bastet Statue,,Статуя Бастет,Statue de Bastet,Bastetstatue,Statua di Bastet,Estátua de Bastet
FURNITURE_DESC_OBJECT_STATUE_BAST,,,,,,,
FURNITURE_NAME_OBJECT_STATUE_DARUMA,Daruma Statue,,Статуя Дарума,Statue de Daruma,Darumastatue,Statua di Daruma,Estátua de Daruma
FURNITURE_DESC_OBJECT_STATUE_DARUMA,,,,,,,
FURNITURE_NAME_OBJECT_STATUE_EASTERISLANDSMALL,Small Easter Island Head,,Маленька статуя Моаï,Petite tête de l'île de Pâques,Kleine Moai-Statue,Testa piccola dell'Isola di Pasqua,Cabeça pequena da Ilha de Páscoa
FURNITURE_DESC_OBJECT_STATUE_EASTERISLANDSMALL,,,,,,,
FURNITURE_NAME_OBJECT_STATUE_EASTERISLANDMEDIUM,Medium Easter Island Head,,Середня статуя Моаï,Tête de l'île de Pâques,Mittelgroße Moai-Statue,Testa media dell'Isola di Pasqua,Cabeça média da Ilha de Páscoa
FURNITURE_DESC_OBJECT_STATUE_EASTERISLANDMEDIUM,,,,,,,
FURNITURE_NAME_OBJECT_STATUE_EASTERISLANDLARGE,Large Easter Island Head,,Велика статуя Моаï,Grande tête de l'île de Pâques,Große Moai-Statue,Testa grande dell'Isola di Pasqua,Cabeça grande da Ilha de Páscoa
FURNITURE_DESC_OBJECT_STATUE_EASTERISLANDLARGE,,,,,,,
FURNITURE_NAME_OBJECT_VASE_LARGE,Large Empty Vase,,Велика порожня ваза,Grande vase vide,Große leere Vase,Grosso vaso vuoto,Vaso grande vazio
FURNITURE_DESC_OBJECT_VASE_LARGE,,,,,,,
FURNITURE_NAME_OBJECT_PLANT_TENTACLE,Potted Tentacle,,Щупальце в горщику,Tentacule en pot,Eingetopftes Tentakel,Tentacolo in vaso,Tentáculo no vaso
FURNITURE_DESC_OBJECT_PLANT_TENTACLE,,,,,,,
FURNITURE_NAME_OBJECT_PLANT_MONSTERA,Potted Monstera,,Монстера в горщику,Monstera en pot,Eingetopfte Monstera,Monstera in vaso,Costela de Adão no vaso
FURNITURE_DESC_OBJECT_PLANT_MONSTERA,,,,,,,
FURNITURE_NAME_OBJECT_PLANT_SPIKEY,Potted Dracaena,,Драцена в горщику,Dracaena en pot,Eingetopfte Dracaena,Dracena in vaso,Dracaena no vaso
FURNITURE_DESC_OBJECT_PLANT_SPIKEY,,,,,,,
FURNITURE_NAME_OBJECT_PLANT_BUSH,Potted Boxwood,,Самшит в горщику,Buis en pot,Eingetopfter Buchsbaum,Bosso in vaso,Buxo no vaso
FURNITURE_DESC_OBJECT_PLANT_BUSH,,,,,,,
FURNITURE_NAME_OBJECT_PLANT_POTATO,Potted Potato,,Картопля в горщику,Patate en pot,Eingetopfte Kartoffel,Patata in vaso,Batata no vaso
FURNITURE_DESC_OBJECT_PLANT_POTATO,,,,,,,
FURNITURE_NAME_OBJECT_PLANT_FLOWERS,Vase of Daisies,,Ваза з ромашками,Vase de marguerites,Vase mit Gänseblümchen,Vaso di margherite,Vaso de margaridas
FURNITURE_DESC_OBJECT_PLANT_FLOWERS,,,,,,,
FURNITURE_NAME_OBJECT_PLANT_ORCHID,Potted Orchid,,Орхiдея в горщику,Orchidée en pot,Eingetopfte Orchidee,Orchidea in vaso,Orquídea no vaso
FURNITURE_DESC_OBJECT_PLANT_ORCHID,,,,,,,
FURNITURE_NAME_OBJECT_PLANT_DAISY,Potted Daisy,,Ромашка в горщику,Marguerite en pot,Eingetopftes Gänseblümchen,Margherita in vaso,Margarida no vaso
FURNITURE_DESC_OBJECT_PLANT_DAISY,,,,,,,
FURNITURE_NAME_OBJECT_PLANT_RAFFLESIA,Potted Rafflesia,,Рафлезiя в горщику,Rafflesia en pot,Eingetopfte Raflesien,Rafflesia in vaso,Rafflesia no vaso
FURNITURE_DESC_OBJECT_PLANT_RAFFLESIA,,,,,,,
FURNITURE_NAME_OBJECT_PLANT_PIRANHASPLANT,Potted Piranha Plant,,Рослина-пiранья в горщику,Plante Piranha en pot,Eingetopfte Piranha-Pflanze,Pianta piranha in vaso,Planta carnívora no vaso
FURNITURE_DESC_OBJECT_PLANT_PIRANHASPLANT,,,,,,,
FURNITURE_NAME_OBJECT_PLANT_CACTUS,Potted Cactuar,,Cactuar в горщику,Pampa en pot,Eingetopfter Kaktuar,Cactuar in vaso,Cactuar no vaso
FURNITURE_DESC_OBJECT_PLANT_CACTUS,,,,,,,
FURNITURE_NAME_OBJECT_FISHTANK_BLOWFISH,Blowfish Aquarium,,Акварiум з рибою-куля,Aquarium de poisson-globe,Aquarium (Kugelfisch),Acquario di pesci palla,Aquário de baiacus
FURNITURE_DESC_OBJECT_FISHTANK_BLOWFISH,,,,,,,
FURNITURE_NAME_OBJECT_FISHTANK_CATFISH,Catfish Aquarium,,Акварiум з сомом,Aquarium de poisson-chat,Aquarium (Wels),Acquario di pesci gatto,Aquário de bagres
FURNITURE_DESC_OBJECT_FISHTANK_CATFISH,,,,,,,
FURNITURE_NAME_OBJECT_FISHTANK_BOOZE,Booze Aquarium,,Акварiум з бухлом,Aquarium de beuverie,Aquarium (Flasche),Acquario di pesci alcool,Aquário de bebida
FURNITURE_DESC_OBJECT_FISHTANK_BOOZE,,,,,,,
FURNITURE_NAME_OBJECT_FISHTANK_TADPOLES,Tadpole Aquarium,,Акварiум з пуголовком,Aquarium de têtard,Aquarium (Kaulquappe),Acquario di girini,Aquário de girinos
FURNITURE_DESC_OBJECT_FISHTANK_TADPOLES,,,,,,,
FURNITURE_NAME_OBJECT_FISHTANK_MERMAID,Fiji Mermaid Aquarium,,Акварiум з Фiджiйською Русалкою,Aquarium de sirène des Fidji,Aquarium (Fidschi-Meerjungfrau),Acquario di sirene delle Fiji,Aquário de sereias de Fiji
FURNITURE_DESC_OBJECT_FISHTANK_MERMAID,,,,,,,
FURNITURE_NAME_OBJECT_FISHTANK_WHALE,Baby Whale Aquarium,,Акварiум з малим китом,Aquarium de baleineau,Aquarium (Babywal),Acquario di baby balene,Aquário de baleias bebês
FURNITURE_DESC_OBJECT_FISHTANK_WHALE,,,,,,,
FURNITURE_NAME_OBJECT_FISHTANK_SMALL_TADPOLES,Small Tadpole Aquarium,,Малий акварiум з пуголовком,Petit aquarium de têtard,Aquarium (Kleine Kaulquappe),Acquario piccolo di girini,Aquário pequeno de girinos
FURNITURE_DESC_OBJECT_FISHTANK_SMALL_TADPOLES,,,,,,,
FURNITURE_NAME_OBJECT_FISHTANK_SMALL_POOP,Small Poop Aquarium,,Малий акварiум з гiвном,Petit aquarium de caca,Aquarium (Kleines Häufchen),Acquario piccolo di cacche,Aquário pequeno de cocôs
FURNITURE_DESC_OBJECT_FISHTANK_SMALL_POOP,,,,,,,
FURNITURE_NAME_OBJECT_FISHTANK_SMALL_SKULL,Small Skull Aquarium,,Малий акварiум з черепом,Petit aquarium de crâne,Aquarium (Kleiner Schädel),Acquario piccolo di teschi,Aquário pequeno de crânios
FURNITURE_DESC_OBJECT_FISHTANK_SMALL_SKULL,,,,,,,
FURNITURE_NAME_OBJECT_FISHTANK_SMALL_FISH,Small Goldfish Aquarium,,Малий акварiум з золотою рибкою,Petit aquarium de poisson rouge,Aquarium (Kleiner Goldfisch),Acquario piccolo di pesci rossi,Aquário pequeno de peixinhos dourados
FURNITURE_DESC_OBJECT_FISHTANK_SMALL_FISH,,,,,,,
FURNITURE_NAME_OBJECT_FISHTANK_SMALL_LILFISH,Small Minnow Aquarium,,Малий акварiум з мальком,Petit aquarium de vairon,Aquarium (Kleine Elritze),Acquario piccolo di esche,Aquário pequeno de tanictis
FURNITURE_DESC_OBJECT_FISHTANK_SMALL_LILFISH,,,,,,,
FURNITURE_NAME_OBJECT_FISHTANK_SMALL_LILFISHES,Small Minnow Family Aquarium,,Малий акварiум з родиною малькiв,Petit aquarium famille de vairons,Aquarium (Kleine Elritzenfamilie),Acquario piccolo di famiglie di esche,Aquário pequeno de família de tanictis
FURNITURE_DESC_OBJECT_FISHTANK_SMALL_LILFISHES,,,,,,,
FURNITURE_NAME_OBJECT_RADIO_30S,30s Radio ,,Радiо 30-х,Radio des années&nbsp;30,30er-Radio ,Radio anni '30,Rádio dos anos 30
FURNITURE_DESC_OBJECT_RADIO_30S,,,,,,,
FURNITURE_NAME_OBJECT_RADIO_40S,40s Radio,,Радiо 40-х,Radio des années&nbsp;40,40er-Radio,Radio anni '40,Rádio dos anos 40
FURNITURE_DESC_OBJECT_RADIO_40S,,,,,,,
FURNITURE_NAME_OBJECT_RADIO_50S,50s Radio,,Радiо 50-х,Radio des années&nbsp;50,50er-Radio,Radio anni '50,Rádio dos anos 50
FURNITURE_DESC_OBJECT_RADIO_50S,,,,,,,
FURNITURE_NAME_OBJECT_RADIO_80S,80s Radio,,Радiо 80-х,Radio des années&nbsp;80,80er-Radio,Radio anni '80,Rádio dos anos 80
FURNITURE_DESC_OBJECT_RADIO_80S,,,,,,,
FURNITURE_NAME_OBJECT_RADIO_ATOMIC,Atomic Radio,,Атомне радiо,Radio atomique,Radioaktives Radio,Radio atomica,Rádio atômico
FURNITURE_DESC_OBJECT_RADIO_ATOMIC,,,,,,,
FURNITURE_NAME_OBJECT_RADIO_70S,70s Radio,,Радiо 70-х,Radio des années&nbsp;70,70er-Radio,Radio anni '70,Rádio dos anos 70
FURNITURE_DESC_OBJECT_RADIO_70S,,,,,,,
FURNITURE_NAME_OBJECT_RADIO_90S,90s Radio,,Радiо 90-х,Radio des années&nbsp;90,90er-Radio,Radio anni '90,Rádio dos anos 90
FURNITURE_DESC_OBJECT_RADIO_90S,,,,,,,
FURNITURE_NAME_OBJECT_RADIO_60S,60s Radio,,Радiо 60-х,Radio des années&nbsp;60,60er-Radio,Radio anni '60,Rádio dos anos 60
FURNITURE_DESC_OBJECT_RADIO_60S,,,,,,,
FURNITURE_NAME_OBJECT_TAXIDERMY_PIG,Taxidermy Pig,,Чучело свинi,Cochon empaillé,Ausgestopftes Schwein,Maiale impagliato,Porco empalhado
FURNITURE_DESC_OBJECT_TAXIDERMY_PIG,,,,,,,
FURNITURE_NAME_OBJECT_TAXIDERMY_BAT,Taxidermy Bat,,Чучело кажана,Chauve-souris empaillée,Ausgestopfte Fledermaus,Pipistrello impagliato,Morcego empalhado
FURNITURE_DESC_OBJECT_TAXIDERMY_BAT,,,,,,,
FURNITURE_NAME_OBJECT_TAXIDERMY_FISH,Taxidermy Cod,,Чучело трiски,Cabillaud empaillé,Ausgestopfter Kabeljau,Merluzzo impagliato,Bacalhau empalhado
FURNITURE_DESC_OBJECT_TAXIDERMY_FISH,,,,,,,
FURNITURE_NAME_OBJECT_TAXIDERMY_BIRD,Taxidermy Pigeon,,Чучело голуба,Pigeon empaillé,Ausgestopfte Taube,Piccione impagliato,Pombo empalhado
FURNITURE_DESC_OBJECT_TAXIDERMY_BIRD,,,,,,,
FURNITURE_NAME_OBJECT_TAXIDERMY_TURTLE,Taxidermy Turtle,,Чучело черепахи,Tortue empaillée,Ausgestopfte Schildkröte,Tartaruga impagliata,Tartaruga empalhada
FURNITURE_DESC_OBJECT_TAXIDERMY_TURTLE,,,,,,,
FURNITURE_NAME_OBJECT_TAXIDERMY_LIZARD,Taxidermy Iguana,,Чучело iгуани,Iguane empaillé,Ausgestopfter Iguana,Iguana impagliata,Iguana empalhada
FURNITURE_DESC_OBJECT_TAXIDERMY_LIZARD,,,,,,,
FURNITURE_NAME_OBJECT_TAXIDERMY_SNAKE,Taxidermy Snake,,Чучело змiï,Serpent empaillé,Ausgestopfte Schlange,Serpente impagliato,Cobra empalhada
FURNITURE_DESC_OBJECT_TAXIDERMY_SNAKE,,,,,,,
FURNITURE_NAME_OBJECT_TAXIDERMY_SQUIRREL,Taxidermy Squirrel,,Чучело бiлки,Écureuil empaillé,Ausgestopftes Eichhörnchen,Scoiattolo impagliato,Esquilo empalhado
FURNITURE_DESC_OBJECT_TAXIDERMY_SQUIRREL,,,,,,,
FURNITURE_NAME_OBJECT_TAXIDERMY_MOUSE,Taxidermy Mouse,,Чучело мишi,Souris empaillée,Ausgestopfte Maus,Topo impagliato,Camundongo empalhado
FURNITURE_DESC_OBJECT_TAXIDERMY_MOUSE,,,,,,,
FURNITURE_NAME_OBJECT_TAXIDERMY_GOPHER,Taxidermy Gopher,,Чучело суслика,Gauphre empaillé,Ausgestopftes Erdhörnchen,Geomide impagliato,Geômis empalhado
FURNITURE_DESC_OBJECT_TAXIDERMY_GOPHER,,,,,,,
FURNITURE_NAME_OBJECT_TAXIDERMY_CROW,Taxidermy Crow,,Чучело ворона,Corbeau empaillé,Ausgestopfte Krähe,Corvo impagliato,Corvo empalhado
FURNITURE_DESC_OBJECT_TAXIDERMY_CROW,,,,,,,
FURNITURE_NAME_OBJECT_TAXIDERMY_RAT,Taxidermy Rat,,Чучело пацюка,Rat empaillé,Ausgestopfte Ratte,Ratto impagliato,Rato empalhado
FURNITURE_DESC_OBJECT_TAXIDERMY_RAT,,,,,,,
FURNITURE_NAME_OBJECT_ELECTRONICS_MONITOR,PC Monitor,,Монiтор ПК,Écran d'ordinateur,PC-Monitor,Monitor del PC,Monitor
FURNITURE_DESC_OBJECT_ELECTRONICS_MONITOR,,,,,,,
FURNITURE_NAME_OBJECT_ELECTRONICS_PC,PC,,ПК,PC,PC,PC,PC
FURNITURE_DESC_OBJECT_ELECTRONICS_PC,,,,,,,
FURNITURE_NAME_OBJECT_ELECTRONICS_PRINTER,Printer,,Принтер,Imprimante,Drucker,Stampante,Impressora
FURNITURE_DESC_OBJECT_ELECTRONICS_PRINTER,,,,,,,
FURNITURE_NAME_OBJECT_ELECTRONICS_LAPTOP,Laptop,,Ноутбук,PC portable,Laptop,Computer portatile,Laptop
FURNITURE_DESC_OBJECT_ELECTRONICS_LAPTOP,,,,,,,
FURNITURE_NAME_OBJECT_ELECTRONICS_VHS,VHS Player,,VHS-програвач,Lecteur de cassettes,Videorekorder,Lettore VHS,Videocassete
FURNITURE_DESC_OBJECT_ELECTRONICS_VHS,,,,,,,
FURNITURE_NAME_OBJECT_ELECTRONICS_DVDPLAYER,DVD Player,,DVD-програвач,Lecteur de DVD,DVD-Player,Lettore DVD,DVD Player
FURNITURE_DESC_OBJECT_ELECTRONICS_DVDPLAYER,,,,,,,
FURNITURE_NAME_OBJECT_ELECTRONICS_SPEAKER,Speaker,,Колонка,Enceinte,Lautsprecher,Altoparlante,Alto-falante
FURNITURE_DESC_OBJECT_ELECTRONICS_SPEAKER,,,,,,,
FURNITURE_NAME_OBJECT_BOOKS1,Books A,,Книги A,Livres&nbsp;A,Bücher A,Libri A,Livros A
FURNITURE_DESC_OBJECT_BOOKS1,,,,,,,
FURNITURE_NAME_OBJECT_BOOKS2,Books B,,Книги B,Livres&nbsp;B,Bücher B,Libri B,Livros B
FURNITURE_DESC_OBJECT_BOOKS2,,,,,,,
FURNITURE_NAME_OBJECT_BOOKS3,Books C,,Книги C,Livres&nbsp;C,Bücher C,Libri C,Livros C
FURNITURE_DESC_OBJECT_BOOKS3,,,,,,,
FURNITURE_NAME_OBJECT_BOOKS4,Books D,,Книги D,Livres&nbsp;D,Bücher D,Libri D,Livros D
FURNITURE_DESC_OBJECT_BOOKS4,,,,,,,
FURNITURE_NAME_OBJECT_BOOKS5,Books E,,Книги E,Livres&nbsp;E,Bücher E,Libri E,Livros E
FURNITURE_DESC_OBJECT_BOOKS5,,,,,,,
FURNITURE_NAME_OBJECT_BOOKS6,Books F,,Книги F,Livres&nbsp;F,Bücher F,Libri F,Livros F
FURNITURE_DESC_OBJECT_BOOKS6,,,,,,,
FURNITURE_NAME_OBJECT_BOOKS7,Books G,,Книги G,Livres&nbsp;G,Bücher G,Libri G,Livros G
FURNITURE_DESC_OBJECT_BOOKS7,,,,,,,
FURNITURE_NAME_OBJECT_BOOKS8,Books H,,Книги H,Livres&nbsp;H,Bücher H,Libri H,Livros H
FURNITURE_DESC_OBJECT_BOOKS8,,,,,,,
FURNITURE_NAME_OBJECT_BOOKS9,Books I,,Книги I,Livres&nbsp;I,Bücher I,Libri I,Livros I
FURNITURE_DESC_OBJECT_BOOKS9,,,,,,,
FURNITURE_NAME_OBJECT_BOOKS10,Book,,Книга,Livre,Buch,Libro,Livro
FURNITURE_DESC_OBJECT_BOOKS10,,,,,,,
FURNITURE_NAME_OBJECT_BOOKS11,Books J,,Книги J,Livres&nbsp;J,Bücher J,Libri J,Livros J
FURNITURE_DESC_OBJECT_BOOKS11,,,,,,,
FURNITURE_NAME_OBJECT_BOOKS12,Books K,,Книги K,Livres&nbsp;K,Bücher K,Libri K,Livros K
FURNITURE_DESC_OBJECT_BOOKS12,,,,,,,
FURNITURE_NAME_OBJECT_PLANT_CUTECACTUS,Potted Cactus,,Кактус у горщику,Cactus en pot,Eingetopfter Kaktus,Cactus in vaso,Cacto no vaso
FURNITURE_DESC_OBJECT_PLANT_CUTECACTUS,,,,,,,
FURNITURE_NAME_OBJECT_PLANT_SUNFLOWER,Potted Sunflower,,Соняшник у горщику,Tournesol en pot,Eingetopfte Sonnenblume,Girasole in vaso,Girassol no vaso
FURNITURE_DESC_OBJECT_PLANT_SUNFLOWER,,,,,,,
FURNITURE_NAME_OBJECT_PLANT_MUSHROOM,Potted Mushroom,,Гриб у горщику,Champignon en pot,Eingetopfter Pilz,Fungo in vaso,Cogumelo no vaso
FURNITURE_DESC_OBJECT_PLANT_MUSHROOM,,,,,,,
FURNITURE_NAME_OBJECT_PLANT_MUSHROOMS,Potted Mushrooms,,Гриби у горщику,Champignons en pot,Eingetopfte Pilze,Funghi in vaso,Cogumelos no vaso
FURNITURE_DESC_OBJECT_PLANT_MUSHROOMS,,,,,,,
FURNITURE_NAME_OBJECT_PLANT_BULB1,Potted Green Bulb,,Зелена цибулина у горщику,Bulbe vert en pot,Eingetopfte grüne Knolle,Bulbo verde in vaso,Bulbo verde no vaso
FURNITURE_DESC_OBJECT_PLANT_BULB1,,,,,,,
FURNITURE_NAME_OBJECT_PLANT_BULB2,Potted Blue Bulb,,Блакитна цибулина у горщику,Bulbe bleu en pot,Eingetopfte blaue Knolle,Bulbo blu in vaso,Bulbo azul no vaso
FURNITURE_DESC_OBJECT_PLANT_BULB2,,,,,,,
FURNITURE_NAME_OBJECT_PLANT_BULB3,Potted Yellow Bulb,,Жовта цибулина у горщику,Bulbe jaune en pot,Eingetopfte gelbe Knolle,Bulbo giallo in vaso,Bulbo amarelo no vaso
FURNITURE_DESC_OBJECT_PLANT_BULB3,,,,,,,
FURNITURE_NAME_OBJECT_PLANT_FLYTRAP,Venus Flytrap,,Венерина мухоловка,Dionée attrape-mouche,Venusfliegenfalle,Venere acchiappamosche,Dionaea muscipula
FURNITURE_DESC_OBJECT_PLANT_FLYTRAP,,,,,,,
FURNITURE_NAME_OBJECT_VASE_DASIY,Flower Vase,,Ваза з квiтами,Vase de fleurs,Blumenvase,Vaso di Fiori,Vaso de flores
FURNITURE_DESC_OBJECT_VASE_DASIY,,,,,,,
FURNITURE_NAME_OBJECT_VASE_STICKS,Branch Vase,,Гiлкова ваза,Vase de branches,Vase mit Zweigen,Vaso con rami,Vaso com galho
FURNITURE_DESC_OBJECT_VASE_STICKS,,,,,,,
FURNITURE_NAME_OBJECT_TELEPHONE_10S,Antique Telephone ,,Антикварний телефон,Téléphone antique,Antikes Telefon ,Telefono antico,Telefone antigo
FURNITURE_DESC_OBJECT_TELEPHONE_10S,,,,,,,
FURNITURE_NAME_OBJECT_COFFEN,Coffin,,Труна,Cercueil,Sarg,Bara,Caixão
FURNITURE_DESC_OBJECT_COFFEN,,,,,,,
FURNITURE_NAME_OBJECT_BARREL,Barrel,,Бочка,Tonneau,Fass,Barile,Barril
FURNITURE_DESC_OBJECT_BARREL,,,,,,,
FURNITURE_NAME_OBJECT_TOXICWASTE,Toxic Waste,,Токсичнi вiдходи,Déchets toxiques,Giftmüll,Rifiuti tossici,Lixo tóxico
FURNITURE_DESC_OBJECT_TOXICWASTE,,,,,,,
FURNITURE_NAME_OBJECT_CRATE,Crate,,Ящик,Caisse,Kiste,Cassa,Caixa
FURNITURE_DESC_OBJECT_CRATE,,,,,,,
FURNITURE_NAME_OBJECT_CHEST,Chest,,Сундук,Coffre,Truhe,Baule,Baú
FURNITURE_DESC_OBJECT_CHEST,,,,,,,
FURNITURE_NAME_OBJECT_BOX,Cardboard Box,,Картонна коробка,Carton,Pappbox,Scatola di cartone,Caixa de papelão
FURNITURE_DESC_OBJECT_BOX,,,,,,,
FURNITURE_NAME_OBJECT_ELECTRONICS_MICROWAVE,Microwave A,,Мiкрохвильовка A,Micro-ondes&nbsp;A,Mikrowelle A,Microonde A,Micro-ondas A
FURNITURE_DESC_OBJECT_ELECTRONICS_MICROWAVE,,,,,,,
FURNITURE_NAME_OBJECT_ELECTRONICS_MICROWAVE2,Microwave B,,Мiкрохвильовка B,Micro-ondes&nbsp;B,Mikrowelle B,Microonde B,Micro-ondas B
FURNITURE_DESC_OBJECT_ELECTRONICS_MICROWAVE2,,,,,,,
FURNITURE_NAME_OBJECT_ELECTRONICS_MICROWAVE3,Microwave C,,Мiкрохвильовка C,Micro-ondes&nbsp;C,Mikrowelle C,Microonde C,Micro-ondas C
FURNITURE_DESC_OBJECT_ELECTRONICS_MICROWAVE3,,,,,,,
FURNITURE_NAME_OBJECT_CINDERBLOCK1,Cinderblock,,Шлакоблок,Parpaing,Betonblock,Blocco di cemento,Bloco de concreto
FURNITURE_DESC_OBJECT_CINDERBLOCK1,,,,,,,
FURNITURE_NAME_OBJECT_CINDERBLOCK2,Small Cinderblock,,Малий шлакоблок,Petit parpaing,Kleiner Betonblock,Blocco di cemento piccolo,Bloco de concreto pequeno
FURNITURE_DESC_OBJECT_CINDERBLOCK2,,,,,,,
FURNITURE_NAME_OBJECT_ROCK,Rock,,Камiнь,Pierre,Stein,Roccia,Pedra
FURNITURE_DESC_OBJECT_ROCK,,,,,,,
FURNITURE_NAME_OBJECT_SMALLROCK,Small Rock,,Малий камiнь,Caillou,Kleiner Stein,Piccola roccia,Pedra pequena
FURNITURE_DESC_OBJECT_SMALLROCK,,,,,,,
FURNITURE_NAME_OBJECT_DIAMOND,Diamond,,Дiамант,Diamant,Diamant,Diamante,Diamante
FURNITURE_DESC_OBJECT_DIAMOND,,,,,,,
FURNITURE_NAME_OBJECT_ELECTRONICS_ORB,Plasma Orb,,Плазмовий шар,Orbe de plasma,Plasmakugel,Sfera di plasma,Orbe de plasma
FURNITURE_DESC_OBJECT_ELECTRONICS_ORB,,,,,,,
FURNITURE_NAME_OBJECT_CRYSTALBALL,Crystal Ball,,Кришталевий шар,Boule de cristal,Kristallkugel,Sfera di cristallo,Bola de cristal
FURNITURE_DESC_OBJECT_CRYSTALBALL,,,,,,,
FURNITURE_NAME_OBJECT_ELECTRONICS_LAVALAMP,Lava Lamp,,Лава-лампа,Lampe à lave,Lavalampe,Lampada di lava,Luminária de lava
FURNITURE_DESC_OBJECT_ELECTRONICS_LAVALAMP,,,,,,,
FURNITURE_NAME_OBJECT_ELECTRONICS_FAN,Small Fan,,Малий вентилятор,Petit ventilateur,Kleiner Ventilator,Ventilatore piccolo,Ventilador pequeno
FURNITURE_DESC_OBJECT_ELECTRONICS_FAN,,,,,,,
FURNITURE_NAME_OBJECT_JAR_EMPTY,Broken Jar,,Розбита банка,Bocal cassé,Kaputtes Glas,Barattolo rotto,Pote quebrado
FURNITURE_DESC_OBJECT_JAR_EMPTY,,,,,,,
FURNITURE_NAME_OBJECT_JAR_HEAD1,Head In Jar A,,Голова в банцi A,Tête en bocal&nbsp;A,Kopf im Glas A,Testa in barattolo A,Cabeça no pote A
FURNITURE_DESC_OBJECT_JAR_HEAD1,,,,,,,
FURNITURE_NAME_OBJECT_JAR_HEAD2,Head In Jar B,,Голова в банцi B,Tête en bocal&nbsp;B,Kopf im Glas B,Testa in barattolo B,Cabeça no pote B
FURNITURE_DESC_OBJECT_JAR_HEAD2,,,,,,,
FURNITURE_NAME_OBJECT_JAR_EGGS,Jar of Eggs,,Банка з яйцями,Bocal d'œufs,Glas mit Eiern,Barattolo di uova,Pote de ovos
FURNITURE_DESC_OBJECT_JAR_EGGS,,,,,,,
FURNITURE_NAME_OBJECT_JAR_CAT,Conjoined Cat in Jar,,Зрощений кiт у банцi,Chats fusionnés en bocal,Siamesische Katzen im Glas,Gatto siamese in barattolo,Gatos siameses no pote
FURNITURE_DESC_OBJECT_JAR_CAT,,,,,,,
FURNITURE_NAME_OBJECT_JAR_FETUS,Fetus in a Jar,,Плiд у банцi,Fœtus en bocal,Fötus im Glas,Feto in barattolo,Feto no pote
FURNITURE_DESC_OBJECT_JAR_FETUS,,,,,,,
FURNITURE_NAME_OBJECT_LOG,Log,,Колода,Bûche,Stamm,Tronco,Tronco
FURNITURE_DESC_OBJECT_LOG,,,,,,,
FURNITURE_NAME_OBJECT_FOOD_HAM,Ham,,Шинка,Jambon,Schinken,Prosciutto,Presunto
FURNITURE_DESC_OBJECT_FOOD_HAM,,,,,,,
FURNITURE_NAME_OBJECT_FOOD_TURKEY,Turkey,,Iндичка,Dinde,Pute,Tacchino,Peru
FURNITURE_DESC_OBJECT_FOOD_TURKEY,,,,,,,
FURNITURE_NAME_OBJECT_BUG_CENIPEDE,Centipede,,Сороконiжка,Centipède,Tausendfüßler,Millepiedi,Centopeia
FURNITURE_DESC_OBJECT_BUG_CENIPEDE,,,,,,,
FURNITURE_NAME_OBJECT_BUG_PILLBUG,Pillbug,,Мокриця,Cloporte,Kugelassel,Porcellino di terra,Bicho-de-conta
FURNITURE_DESC_OBJECT_BUG_PILLBUG,,,,,,,
FURNITURE_NAME_OBJECT_BUG_SPIDER,Black Widow,,Чорна вдова,Veuve noire,Schwarze Witwe,Vedova nera,Viúva negra
FURNITURE_DESC_OBJECT_BUG_SPIDER,,,,,,,
FURNITURE_NAME_OBJECT_FISHTANK_CHAMELEON,Chameleon,,Хамелеон,Caméléon,Chamäleon,Camaleonte,Camaleão
FURNITURE_DESC_OBJECT_FISHTANK_CHAMELEON,,,,,,,
FURNITURE_NAME_OBJECT_GASTANK,Gas Tank,,Газовий балон,Réservoir,Gastank,Serbatoio del carburante,Tanque de gasolina
FURNITURE_DESC_OBJECT_GASTANK,,,,,,,
FURNITURE_NAME_OBJECT_ELECTRONICS_ARCADE1,Arcade Machine,,Iгровий автомат,Borne d'arcade,Spielautomat,Arcade da sala giochi,Fliperama
FURNITURE_DESC_OBJECT_ELECTRONICS_ARCADE1,,,,,,,
